Datacode,SA_NAME,GEOGID,Electoral Division CSO Code,Electoral Division Name,County,NUTS_III,NUTS_II,Planning Region,Households_With_Cars_No_Motor_Car_2011,Households_With_Cars_One_Motor_Car_2011,Households_With_Cars_Two_Motor_Cars_2011,Households_With_Cars_Three_Motor_Cars_2011,Households_With_Cars_Four_Or_More_Motor_Cars_2011,Households_With_Cars_Total_2011,Perc_Households_With_Cars_No_Motor_Car_2011,Perc_Households_With_Cars_One_Motor_Car_2011,Perc_Households_With_Cars_Two_Motor_Cars_2011,Perc_Households_With_Cars_Three_Motor_Cars_2011,Perc_Households_With_Cars_Four_Or_More_Motor_Cars_2011,Households_With_Personal_Computer_Total_2011,Households_With_Personal_Computer_Yes_2011,Households_With_Personal_Computer_No_2011,Households_With_Personal_Computer_Not_Stated_2011,Perc_Households_With_Personal_Computer_Yes_2011,Perc_Households_With_Personal_Computer_No_2011,Perc_Households_With_Personal_Computer_Not_Stated_2011,Households_With_Internet_Access_Broadband_2011,Households_With_Internet_Access_Other_Connection_2011,Households_With_Internet_Access_No_Access_To_Internet_2011,Households_With_Internet_Access_Not_Stated_2011,Households_With_Internet_Access_Total_2011,Perc_Households_With_Internet_Access_Broadband_2011,Perc_Households_With_Internet_Access_Other_Connection_2011,Perc_Households_With_Internet_Access_No_Access_To_Internet_2011,Perc_Households_With_Internet_Access_Not_Stated_2011
14828,68006007,A068006007,26006,006 Dangan,Galway City,West,BMW,North and West,21,43,14,4,0,82,25.61,52.44,17.07,4.88,0,82,53,28,1,64.63,34.15,1.22,62,5,14,1,82,75.61,6.1,17.07,1.22
14829,68006008,A068006008,26006,006 Dangan,Galway City,West,BMW,North and West,9,24,21,8,1,63,14.29,38.1,33.33,12.7,1.59,63,51,12,0,80.95,19.05,0,46,5,11,1,63,73.02,7.94,17.46,1.59
14830,68006009,A068006009,26006,006 Dangan,Galway City,West,BMW,North and West,10,32,31,2,3,78,12.82,41.03,39.74,2.56,3.85,78,59,17,2,75.64,21.79,2.56,59,4,12,3,78,75.64,5.13,15.38,3.85
14831,68006010,A068006010,26006,006 Dangan,Galway City,West,BMW,North and West,32,40,19,4,1,96,33.33,41.67,19.79,4.17,1.04,96,67,27,2,69.79,28.13,2.08,64,3,26,3,96,66.67,3.13,27.08,3.13
14832,68006011,A068006011,26006,006 Dangan,Galway City,West,BMW,North and West,10,47,45,8,1,111,9.01,42.34,40.54,7.21,0.9,111,102,8,1,91.89,7.21,0.9,95,5,8,3,111,85.59,4.5,7.21,2.7
14833,68006012,A068006012,26006,006 Dangan,Galway City,West,BMW,North and West,22,51,39,6,0,118,18.64,43.22,33.05,5.08,0,118,93,22,3,78.81,18.64,2.54,94,8,14,2,118,79.66,6.78,11.86,1.69
14834,68006013,A068006013,26006,006 Dangan,Galway City,West,BMW,North and West,60,13,4,0,0,77,77.92,16.88,5.19,0,0,77,38,35,4,49.35,45.45,5.19,65,8,3,1,77,84.42,10.39,3.9,1.3
14835,68006014,A068006014,26006,006 Dangan,Galway City,West,BMW,North and West,32,14,8,2,1,57,56.14,24.56,14.04,3.51,1.75,57,26,27,4,45.61,47.37,7.02,47,2,5,3,57,82.46,3.51,8.77,5.26
14836,68006015,A068006015,26006,006 Dangan,Galway City,West,BMW,North and West,13,49,39,6,2,109,11.93,44.95,35.78,5.5,1.83,109,84,25,0,77.06,22.94,0,84,8,16,1,109,77.06,7.34,14.68,0.92
14837,68007001,A068007001,26007,007 Eyre Square,Galway City,West,BMW,North and West,31,28,5,2,0,66,46.97,42.42,7.58,3.03,0,66,45,20,1,68.18,30.3,1.52,46,7,12,1,66,69.7,10.61,18.18,1.52
14838,68007002,A068007002,26007,007 Eyre Square,Galway City,West,BMW,North and West,34,42,19,6,0,101,33.66,41.58,18.81,5.94,0,101,81,20,0,80.2,19.8,0,72,13,16,0,101,71.29,12.87,15.84,0
14839,68007003,A068007003,26007,007 Eyre Square,Galway City,West,BMW,North and West,42,32,5,0,0,79,53.16,40.51,6.33,0,0,79,42,34,3,53.16,43.04,3.8,41,2,32,4,79,51.9,2.53,40.51,5.06
14840,68007004,A068007004,26007,007 Eyre Square,Galway City,West,BMW,North and West,25,40,13,13,1,92,27.17,43.48,14.13,14.13,1.09,92,61,30,1,66.3,32.61,1.09,67,8,17,0,92,72.83,8.7,18.48,0
14841,68007005,A068007005,26007,007 Eyre Square,Galway City,West,BMW,North and West,37,11,3,0,0,51,72.55,21.57,5.88,0,0,51,31,15,5,60.78,29.41,9.8,42,2,3,4,51,82.35,3.92,5.88,7.84
14842,68007006,A068007006,26007,007 Eyre Square,Galway City,West,BMW,North and West,58,13,2,1,0,74,78.38,17.57,2.7,1.35,0,74,49,21,4,66.22,28.38,5.41,52,6,13,3,74,70.27,8.11,17.57,4.05
14843,68007007,A068007007,26007,007 Eyre Square,Galway City,West,BMW,North and West,56,12,2,0,0,70,80,17.14,2.86,0,0,70,43,17,10,61.43,24.29,14.29,44,3,15,8,70,62.86,4.29,21.43,11.43
14844,68007008,A068007008,26007,007 Eyre Square,Galway City,West,BMW,North and West,13,19,9,1,0,42,30.95,45.24,21.43,2.38,0,42,33,7,2,78.57,16.67,4.76,36,2,3,1,42,85.71,4.76,7.14,2.38
14845,68007009,A068007009,26007,007 Eyre Square,Galway City,West,BMW,North and West,40,9,2,0,0,51,78.43,17.65,3.92,0,0,51,31,14,6,60.78,27.45,11.76,30,8,8,5,51,58.82,15.69,15.69,9.8
14846,68007010,A068007010,26007,007 Eyre Square,Galway City,West,BMW,North and West,25,53,21,3,0,102,24.51,51.96,20.59,2.94,0,102,81,21,0,79.41,20.59,0,74,8,19,1,102,72.55,7.84,18.63,0.98
14847,68007011,A068007011,26007,007 Eyre Square,Galway City,West,BMW,North and West,25,47,27,3,4,106,23.58,44.34,25.47,2.83,3.77,106,83,22,1,78.3,20.75,0.94,83,9,13,1,106,78.3,8.49,12.26,0.94
14848,68007012,A068007012,26007,007 Eyre Square,Galway City,West,BMW,North and West,36,22,11,5,1,75,48,29.33,14.67,6.67,1.33,75,56,14,5,74.67,18.67,6.67,60,2,8,5,75,80,2.67,10.67,6.67
14849,68007013,A068007013,26007,007 Eyre Square,Galway City,West,BMW,North and West,32,28,12,2,0,74,43.24,37.84,16.22,2.7,0,74,61,9,4,82.43,12.16,5.41,59,8,4,3,74,79.73,10.81,5.41,4.05
14850,68007014,A068007014,26007,007 Eyre Square,Galway City,West,BMW,North and West,43,12,3,1,0,59,72.88,20.34,5.08,1.69,0,59,44,12,3,74.58,20.34,5.08,39,2,14,4,59,66.1,3.39,23.73,6.78
14851,68007015,A068007015,26007,007 Eyre Square,Galway City,West,BMW,North and West,73,13,2,0,0,88,82.95,14.77,2.27,0,0,88,42,41,5,47.73,46.59,5.68,57,7,20,4,88,64.77,7.95,22.73,4.55
14852,68007016,A068007016,26007,007 Eyre Square,Galway City,West,BMW,North and West,43,37,15,3,0,98,43.88,37.76,15.31,3.06,0,98,78,14,6,79.59,14.29,6.12,78,7,7,6,98,79.59,7.14,7.14,6.12
14853,68007017,A068007017,26007,007 Eyre Square,Galway City,West,BMW,North and West,25,12,6,0,0,43,58.14,27.91,13.95,0,0,43,28,11,4,65.12,25.58,9.3,28,5,6,4,43,65.12,11.63,13.95,9.3
14854,68008001,A068008001,26008,008 An Cnocán Carrach,Galway City,West,BMW,North and West,5,35,31,5,1,77,6.49,45.45,40.26,6.49,1.3,77,64,12,1,83.12,15.58,1.3,62,3,11,1,77,80.52,3.9,14.29,1.3
14855,68008002,A068008002,26008,008 An Cnocán Carrach,Galway City,West,BMW,North and West,9,47,59,11,3,129,6.98,36.43,45.74,8.53,2.33,129,116,13,0,89.92,10.08,0,109,3,16,1,129,84.5,2.33,12.4,0.78
14856,68008003,A068008003,26008,008 An Cnocán Carrach,Galway City,West,BMW,North and West,14,41,28,7,0,90,15.56,45.56,31.11,7.78,0,90,74,10,6,82.22,11.11,6.67,73,3,9,5,90,81.11,3.33,10,5.56
14857,68008004,A068008004,26008,008 An Cnocán Carrach,Galway City,West,BMW,North and West,6,42,35,12,7,102,5.88,41.18,34.31,11.76,6.86,102,90,11,1,88.24,10.78,0.98,86,8,7,1,102,84.31,7.84,6.86,0.98
14858,68008005,A068008005,26008,008 An Cnocán Carrach,Galway City,West,BMW,North and West,14,39,35,6,2,96,14.58,40.63,36.46,6.25,2.08,96,79,17,0,82.29,17.71,0,72,7,16,1,96,75,7.29,16.67,1.04
14859,68008006,A068008006,26008,008 An Cnocán Carrach,Galway City,West,BMW,North and West,17,23,54,8,1,103,16.5,22.33,52.43,7.77,0.97,103,85,18,0,82.52,17.48,0,80,3,19,1,103,77.67,2.91,18.45,0.97
14860,68009001,A068009001,26009,009 Lough Atalia,Galway City,West,BMW,North and West,32,52,24,3,0,111,28.83,46.85,21.62,2.7,0,111,75,36,0,67.57,32.43,0,66,9,36,0,111,59.46,8.11,32.43,0
14861,68009002,A068009002,26009,009 Lough Atalia,Galway City,West,BMW,North and West,13,62,25,3,1,104,12.5,59.62,24.04,2.88,0.96,104,70,33,1,67.31,31.73,0.96,59,10,34,1,104,56.73,9.62,32.69,0.96
14862,68009003,A068009003,26009,009 Lough Atalia,Galway City,West,BMW,North and West,22,44,27,1,2,96,22.92,45.83,28.13,1.04,2.08,96,63,31,2,65.63,32.29,2.08,59,7,29,1,96,61.46,7.29,30.21,1.04
14863,68009004,A068009004,26009,009 Lough Atalia,Galway City,West,BMW,North and West,15,48,17,1,0,81,18.52,59.26,20.99,1.23,0,81,52,26,3,64.2,32.1,3.7,50,3,26,2,81,61.73,3.7,32.1,2.47
14864,68010001,A068010001,26010,010 Mionlach,Galway City,West,BMW,North and West,29,68,35,4,4,140,20.71,48.57,25,2.86,2.86,140,105,30,5,75,21.43,3.57,102,8,24,6,140,72.86,5.71,17.14,4.29
14865,68010002,A068010002,26010,010 Mionlach,Galway City,West,BMW,North and West,29,41,13,2,0,85,34.12,48.24,15.29,2.35,0,85,43,38,4,50.59,44.71,4.71,42,2,39,2,85,49.41,2.35,45.88,2.35
14866,68010003,A068010003,26010,010 Mionlach,Galway City,West,BMW,North and West,13,56,29,3,1,102,12.75,54.9,28.43,2.94,0.98,102,83,18,1,81.37,17.65,0.98,76,5,20,1,102,74.51,4.9,19.61,0.98
14867,68010004,A068010004,26010,010 Mionlach,Galway City,West,BMW,North and West,26,56,15,5,1,103,25.24,54.37,14.56,4.85,0.97,103,80,20,3,77.67,19.42,2.91,71,7,22,3,103,68.93,6.8,21.36,2.91
14868,68010005,A068010005,26010,010 Mionlach,Galway City,West,BMW,North and West,13,44,19,3,0,79,16.46,55.7,24.05,3.8,0,79,60,18,1,75.95,22.78,1.27,63,3,12,1,79,79.75,3.8,15.19,1.27
14869,68010006,A068010006,26010,010 Mionlach,Galway City,West,BMW,North and West,12,46,16,2,0,76,15.79,60.53,21.05,2.63,0,76,62,13,1,81.58,17.11,1.32,59,3,13,1,76,77.63,3.95,17.11,1.32
14870,68010007,A068010007,26010,010 Mionlach,Galway City,West,BMW,North and West,6,34,42,8,2,92,6.52,36.96,45.65,8.7,2.17,92,76,15,1,82.61,16.3,1.09,68,4,17,3,92,73.91,4.35,18.48,3.26
14871,68010008,A068010008,26010,010 Mionlach,Galway City,West,BMW,North and West,30,59,24,3,2,118,25.42,50,20.34,2.54,1.69,118,86,31,1,72.88,26.27,0.85,76,9,30,3,118,64.41,7.63,25.42,2.54
14872,68010009,A068010009,26010,010 Mionlach,Galway City,West,BMW,North and West,21,48,22,2,1,94,22.34,51.06,23.4,2.13,1.06,94,69,22,3,73.4,23.4,3.19,63,9,18,4,94,67.02,9.57,19.15,4.26
14873,68010010,A068010010,26010,010 Mionlach,Galway City,West,BMW,North and West,42,30,20,7,0,99,42.42,30.3,20.2,7.07,0,99,59,34,6,59.6,34.34,6.06,74,15,5,5,99,74.75,15.15,5.05,5.05
14874,68010011,A068010011,26010,010 Mionlach,Galway City,West,BMW,North and West,27,27,19,9,1,83,32.53,32.53,22.89,10.84,1.2,83,53,23,7,63.86,27.71,8.43,67,8,3,5,83,80.72,9.64,3.61,6.02
14875,68010012,A068010012,26010,010 Mionlach,Galway City,West,BMW,North and West,39,17,2,2,0,60,65,28.33,3.33,3.33,0,60,29,25,6,48.33,41.67,10,41,11,1,7,60,68.33,18.33,1.67,11.67
14876,68010013,A068010013,26010,010 Mionlach,Galway City,West,BMW,North and West,8,38,21,5,3,75,10.67,50.67,28,6.67,4,75,65,9,1,86.67,12,1.33,57,4,11,3,75,76,5.33,14.67,4
14877,68010014,A068010014,26010,010 Mionlach,Galway City,West,BMW,North and West,18,27,10,7,3,65,27.69,41.54,15.38,10.77,4.62,65,42,23,0,64.62,35.38,0,48,3,14,0,65,73.85,4.62,21.54,0
14878,68010015,A068010015,26010,010 Mionlach,Galway City,West,BMW,North and West,16,22,25,5,2,70,22.86,31.43,35.71,7.14,2.86,70,51,18,1,72.86,25.71,1.43,64,3,2,1,70,91.43,4.29,2.86,1.43
14879,68010016,A068010016,26010,010 Mionlach,Galway City,West,BMW,North and West,4,23,39,9,2,77,5.19,29.87,50.65,11.69,2.6,77,61,13,3,79.22,16.88,3.9,55,5,13,4,77,71.43,6.49,16.88,5.19
14880,68010017,A068010017,26010,010 Mionlach,Galway City,West,BMW,North and West,1,24,35,12,3,75,1.33,32,46.67,16,4,75,68,7,0,90.67,9.33,0,64,2,9,0,75,85.33,2.67,12,0
14881,68010018,A068010018,26010,010 Mionlach,Galway City,West,BMW,North and West,22,50,16,6,0,94,23.4,53.19,17.02,6.38,0,94,72,17,5,76.6,18.09,5.32,65,7,17,5,94,69.15,7.45,18.09,5.32
14882,68010019,A068010019,26010,010 Mionlach,Galway City,West,BMW,North and West,28,44,26,9,2,109,25.69,40.37,23.85,8.26,1.83,109,78,28,3,71.56,25.69,2.75,76,5,25,3,109,69.72,4.59,22.94,2.75
14883,68010020,A068010020,26010,010 Mionlach,Galway City,West,BMW,North and West,30,36,13,3,1,83,36.14,43.37,15.66,3.61,1.2,83,56,24,3,67.47,28.92,3.61,63,6,14,0,83,75.9,7.23,16.87,0
14884,68011001,A068011001,26011,011 Mervue,Galway City,West,BMW,North and West,30,47,12,3,1,93,32.26,50.54,12.9,3.23,1.08,93,54,37,2,58.06,39.78,2.15,45,8,37,3,93,48.39,8.6,39.78,3.23
14885,68011002,A068011002,26011,011 Mervue,Galway City,West,BMW,North and West,30,29,15,6,1,81,37.04,35.8,18.52,7.41,1.23,81,44,31,6,54.32,38.27,7.41,46,1,31,3,81,56.79,1.23,38.27,3.7
14886,68011003,A068011003,26011,011 Mervue,Galway City,West,BMW,North and West,24,53,13,5,1,96,25,55.21,13.54,5.21,1.04,96,60,36,0,62.5,37.5,0,55,3,38,0,96,57.29,3.13,39.58,0
14887,68011004,A068011004,26011,011 Mervue,Galway City,West,BMW,North and West,31,52,23,5,1,112,27.68,46.43,20.54,4.46,0.89,112,86,24,2,76.79,21.43,1.79,75,11,23,3,112,66.96,9.82,20.54,2.68
14888,68011005,A068011005,26011,011 Mervue,Galway City,West,BMW,North and West,24,42,15,2,0,83,28.92,50.6,18.07,2.41,0,83,47,35,1,56.63,42.17,1.2,40,5,35,3,83,48.19,6.02,42.17,3.61
14889,68011006,A068011006,26011,011 Mervue,Galway City,West,BMW,North and West,31,28,12,0,0,71,43.66,39.44,16.9,0,0,71,31,36,4,43.66,50.7,5.63,27,3,37,4,71,38.03,4.23,52.11,5.63
14890,68011007,A068011007,26011,011 Mervue,Galway City,West,BMW,North and West,25,39,14,4,2,84,29.76,46.43,16.67,4.76,2.38,84,57,26,1,67.86,30.95,1.19,51,3,28,2,84,60.71,3.57,33.33,2.38
14891,68011008,A068011008,26011,011 Mervue,Galway City,West,BMW,North and West,29,49,11,3,2,94,30.85,52.13,11.7,3.19,2.13,94,58,34,2,61.7,36.17,2.13,52,5,35,2,94,55.32,5.32,37.23,2.13
14893,68012003,A068012003,26012,012 Murroogh,Galway City,West,BMW,North and West,33,19,9,0,1,62,53.23,30.65,14.52,0,1.61,62,42,19,1,67.74,30.65,1.61,47,14,1,0,62,75.81,22.58,1.61,0
14895,68012005,A068012005,26012,012 Murroogh,Galway City,West,BMW,North and West,11,40,27,7,2,87,12.64,45.98,31.03,8.05,2.3,87,69,16,2,79.31,18.39,2.3,64,8,15,0,87,73.56,9.2,17.24,0
14896,68012007,A068012007,26012,012 Murroogh,Galway City,West,BMW,North and West,22,33,19,7,5,86,25.58,38.37,22.09,8.14,5.81,86,65,21,0,75.58,24.42,0,70,5,10,1,86,81.4,5.81,11.63,1.16
14897,68012008,A068012008,26012,012 Murroogh,Galway City,West,BMW,North and West,20,43,46,8,2,119,16.81,36.13,38.66,6.72,1.68,119,92,22,5,77.31,18.49,4.2,98,2,14,5,119,82.35,1.68,11.76,4.2
14898,68012009,A068012009,26012,012 Murroogh,Galway City,West,BMW,North and West,14,31,10,2,0,57,24.56,54.39,17.54,3.51,0,57,46,11,0,80.7,19.3,0,40,7,10,0,57,70.18,12.28,17.54,0
14899,68012010,A068012010,26012,012 Murroogh,Galway City,West,BMW,North and West,15,30,18,3,0,66,22.73,45.45,27.27,4.55,0,66,53,13,0,80.3,19.7,0,54,1,11,0,66,81.82,1.52,16.67,0
14900,68012011,A068012011,26012,012 Murroogh,Galway City,West,BMW,North and West,8,47,60,16,2,133,6.02,35.34,45.11,12.03,1.5,133,121,11,1,90.98,8.27,0.75,115,6,12,0,133,86.47,4.51,9.02,0
14901,68012012,A068012012,26012,012 Murroogh,Galway City,West,BMW,North and West,35,83,35,8,1,162,21.6,51.23,21.6,4.94,0.62,162,119,38,5,73.46,23.46,3.09,121,5,31,5,162,74.69,3.09,19.14,3.09
14902,68013001,A068013001,26013,013 Newcastle,Galway City,West,BMW,North and West,22,30,17,7,2,78,28.21,38.46,21.79,8.97,2.56,78,50,26,2,64.1,33.33,2.56,57,4,14,3,78,73.08,5.13,17.95,3.85
14903,68013002,A068013002,26013,013 Newcastle,Galway City,West,BMW,North and West,35,43,21,1,1,101,34.65,42.57,20.79,0.99,0.99,101,57,39,5,56.44,38.61,4.95,56,5,37,3,101,55.45,4.95,36.63,2.97
14904,68013003,A068013003,26013,013 Newcastle,Galway City,West,BMW,North and West,30,42,10,0,1,83,36.14,50.6,12.05,0,1.2,83,45,36,2,54.22,43.37,2.41,44,3,36,0,83,53.01,3.61,43.37,0
14905,68013004,A068013004,26013,013 Newcastle,Galway City,West,BMW,North and West,28,31,8,1,2,70,40,44.29,11.43,1.43,2.86,70,36,33,1,51.43,47.14,1.43,33,3,33,1,70,47.14,4.29,47.14,1.43
14906,68013005,A068013005,26013,013 Newcastle,Galway City,West,BMW,North and West,31,34,12,1,0,78,39.74,43.59,15.38,1.28,0,78,38,38,2,48.72,48.72,2.56,38,2,37,1,78,48.72,2.56,47.44,1.28
14907,68013006,A068013006,26013,013 Newcastle,Galway City,West,BMW,North and West,43,47,12,1,0,103,41.75,45.63,11.65,0.97,0,103,46,52,5,44.66,50.49,4.85,49,5,43,6,103,47.57,4.85,41.75,5.83
14908,68013007,A068013007,26013,013 Newcastle,Galway City,West,BMW,North and West,24,49,31,3,0,107,22.43,45.79,28.97,2.8,0,107,77,28,2,71.96,26.17,1.87,74,8,23,2,107,69.16,7.48,21.5,1.87
14909,68013008,A068013008,26013,013 Newcastle,Galway City,West,BMW,North and West,13,39,20,5,3,80,16.25,48.75,25,6.25,3.75,80,63,14,3,78.75,17.5,3.75,61,4,13,2,80,76.25,5,16.25,2.5
14910,68014001,A068014001,26014,014 Nuns Island,Galway City,West,BMW,North and West,36,38,10,6,3,93,38.71,40.86,10.75,6.45,3.23,93,66,25,2,70.97,26.88,2.15,55,11,26,1,93,59.14,11.83,27.96,1.08
14911,68014002,A068014002,26014,014 Nuns Island,Galway City,West,BMW,North and West,40,24,10,0,2,76,52.63,31.58,13.16,0,2.63,76,48,23,5,63.16,30.26,6.58,45,6,21,4,76,59.21,7.89,27.63,5.26
14912,68014003,A068014003,26014,014 Nuns Island,Galway City,West,BMW,North and West,40,26,11,3,1,81,49.38,32.1,13.58,3.7,1.23,81,59,18,4,72.84,22.22,4.94,53,8,16,4,81,65.43,9.88,19.75,4.94
14913,68014004,A068014004,26014,014 Nuns Island,Galway City,West,BMW,North and West,24,15,4,0,0,43,55.81,34.88,9.3,0,0,43,32,9,2,74.42,20.93,4.65,32,2,7,2,43,74.42,4.65,16.28,4.65
14914,68014005,A068014005,26014,014 Nuns Island,Galway City,West,BMW,North and West,48,27,11,1,1,88,54.55,30.68,12.5,1.14,1.14,88,52,31,5,59.09,35.23,5.68,53,7,23,5,88,60.23,7.95,26.14,5.68
14915,68014006,A068014006,26014,014 Nuns Island,Galway City,West,BMW,North and West,32,21,10,0,0,63,50.79,33.33,15.87,0,0,63,35,26,2,55.56,41.27,3.17,33,4,24,2,63,52.38,6.35,38.1,3.17
14916,68014007,A068014007,26014,014 Nuns Island,Galway City,West,BMW,North and West,23,20,11,5,1,60,38.33,33.33,18.33,8.33,1.67,60,39,15,6,65,25,10,40,3,11,6,60,66.67,5,18.33,10
14917,68014008,A068014008,26014,014 Nuns Island,Galway City,West,BMW,North and West,25,26,4,3,0,58,43.1,44.83,6.9,5.17,0,58,46,11,1,79.31,18.97,1.72,41,6,11,0,58,70.69,10.34,18.97,0
14918,68014009,A068014009,26014,014 Nuns Island,Galway City,West,BMW,North and West,19,26,13,3,0,61,31.15,42.62,21.31,4.92,0,61,45,16,0,73.77,26.23,0,45,2,14,0,61,73.77,3.28,22.95,0
14919,68015001,A068015001,26015,015 Rahoon,Galway City,West,BMW,North and West,32,63,11,0,0,106,30.19,59.43,10.38,0,0,106,73,26,7,68.87,24.53,6.6,71,2,28,5,106,66.98,1.89,26.42,4.72
14920,68015002,A068015002,26015,015 Rahoon,Galway City,West,BMW,North and West,18,52,19,4,1,94,19.15,55.32,20.21,4.26,1.06,94,69,22,3,73.4,23.4,3.19,65,5,20,4,94,69.15,5.32,21.28,4.26
14921,68015003,A068015003,26015,015 Rahoon,Galway City,West,BMW,North and West,6,37,19,15,3,80,7.5,46.25,23.75,18.75,3.75,80,72,6,2,90,7.5,2.5,68,5,5,2,80,85,6.25,6.25,2.5
14922,68015004,A068015004,26015,015 Rahoon,Galway City,West,BMW,North and West,21,46,20,2,0,89,23.6,51.69,22.47,2.25,0,89,67,20,2,75.28,22.47,2.25,63,8,17,1,89,70.79,8.99,19.1,1.12
14923,68015005,A068015005,26015,015 Rahoon,Galway City,West,BMW,North and West,24,66,18,6,0,114,21.05,57.89,15.79,5.26,0,114,84,27,3,73.68,23.68,2.63,79,5,27,3,114,69.3,4.39,23.68,2.63
14924,68015006,A068015006,26015,015 Rahoon,Galway City,West,BMW,North and West,26,48,8,1,1,84,30.95,57.14,9.52,1.19,1.19,84,55,27,2,65.48,32.14,2.38,56,0,25,3,84,66.67,0,29.76,3.57
14925,68015007,A068015007,26015,015 Rahoon,Galway City,West,BMW,North and West,9,35,28,14,6,92,9.78,38.04,30.43,15.22,6.52,92,83,9,0,90.22,9.78,0,84,5,3,0,92,91.3,5.43,3.26,0
14926,68015008,A068015008,26015,015 Rahoon,Galway City,West,BMW,North and West,11,44,38,8,2,103,10.68,42.72,36.89,7.77,1.94,103,86,13,4,83.5,12.62,3.88,86,4,9,4,103,83.5,3.88,8.74,3.88
14927,68015009,A068015009,26015,015 Rahoon,Galway City,West,BMW,North and West,14,40,43,13,2,112,12.5,35.71,38.39,11.61,1.79,112,85,22,5,75.89,19.64,4.46,86,5,17,4,112,76.79,4.46,15.18,3.57
14928,68015010,A068015010,26015,015 Rahoon,Galway City,West,BMW,North and West,9,30,41,16,8,104,8.65,28.85,39.42,15.38,7.69,104,85,18,1,81.73,17.31,0.96,80,5,18,1,104,76.92,4.81,17.31,0.96
14929,68015011,A068015011,26015,015 Rahoon,Galway City,West,BMW,North and West,7,31,49,16,7,110,6.36,28.18,44.55,14.55,6.36,110,92,16,2,83.64,14.55,1.82,89,4,17,0,110,80.91,3.64,15.45,0
14931,68016002,A068016002,26016,016 Renmore,Galway City,West,BMW,North and West,18,54,33,6,1,112,16.07,48.21,29.46,5.36,0.89,112,90,17,5,80.36,15.18,4.46,78,9,18,7,112,69.64,8.04,16.07,6.25
14932,68016004,A068016004,26016,016 Renmore,Galway City,West,BMW,North and West,14,43,17,2,0,76,18.42,56.58,22.37,2.63,0,76,49,26,1,64.47,34.21,1.32,46,3,24,3,76,60.53,3.95,31.58,3.95
14933,68016005,A068016005,26016,016 Renmore,Galway City,West,BMW,North and West,20,69,30,3,1,123,16.26,56.1,24.39,2.44,0.81,123,89,32,2,72.36,26.02,1.63,84,9,28,2,123,68.29,7.32,22.76,1.63
14934,68016006,A068016006,26016,016 Renmore,Galway City,West,BMW,North and West,19,44,21,3,1,88,21.59,50,23.86,3.41,1.14,88,60,26,2,68.18,29.55,2.27,56,4,28,0,88,63.64,4.55,31.82,0
14935,68016007,A068016007,26016,016 Renmore,Galway City,West,BMW,North and West,29,28,12,2,1,72,40.28,38.89,16.67,2.78,1.39,72,40,31,1,55.56,43.06,1.39,37,4,30,1,72,51.39,5.56,41.67,1.39
14936,68017001,A068017001,26017,017 Rockbarton,Galway City,West,BMW,North and West,4,31,42,9,1,87,4.6,35.63,48.28,10.34,1.15,87,78,9,0,89.66,10.34,0,73,4,9,1,87,83.91,4.6,10.34,1.15
14937,68017002,A068017002,26017,017 Rockbarton,Galway City,West,BMW,North and West,8,36,31,4,3,82,9.76,43.9,37.8,4.88,3.66,82,72,9,1,87.8,10.98,1.22,68,6,7,1,82,82.93,7.32,8.54,1.22
14938,68017003,A068017003,26017,017 Rockbarton,Galway City,West,BMW,North and West,28,49,29,7,1,114,24.56,42.98,25.44,6.14,0.88,114,80,30,4,70.18,26.32,3.51,81,3,26,4,114,71.05,2.63,22.81,3.51
14939,68017004,A068017004,26017,017 Rockbarton,Galway City,West,BMW,North and West,8,29,36,7,3,83,9.64,34.94,43.37,8.43,3.61,83,70,13,0,84.34,15.66,0,66,3,13,1,83,79.52,3.61,15.66,1.2
14940,68017005,A068017005,26017,017 Rockbarton,Galway City,West,BMW,North and West,11,51,49,10,0,121,9.09,42.15,40.5,8.26,0,121,104,16,1,85.95,13.22,0.83,98,6,17,0,121,80.99,4.96,14.05,0
14941,68017006,A068017006,26017,017 Rockbarton,Galway City,West,BMW,North and West,11,55,32,5,2,105,10.48,52.38,30.48,4.76,1.9,105,78,27,0,74.29,25.71,0,71,4,30,0,105,67.62,3.81,28.57,0
14956,68018001,A068018001,26019,019 Salthill,Galway City,West,BMW,North and West,9,47,57,6,1,120,7.5,39.17,47.5,5,0.83,120,111,9,0,92.5,7.5,0,106,6,8,0,120,88.33,5,6.67,0
14957,68018002,A068018002,26019,019 Salthill,Galway City,West,BMW,North and West,30,46,26,4,1,107,28.04,42.99,24.3,3.74,0.93,107,83,24,0,77.57,22.43,0,84,5,17,1,107,78.5,4.67,15.89,0.93
14958,68018003,A068018003,26019,019 Salthill,Galway City,West,BMW,North and West,10,52,31,4,1,98,10.2,53.06,31.63,4.08,1.02,98,83,15,0,84.69,15.31,0,85,3,10,0,98,86.73,3.06,10.2,0
14959,68018004,A068018004,26019,019 Salthill,Galway City,West,BMW,North and West,35,43,24,5,1,108,32.41,39.81,22.22,4.63,0.93,108,73,34,1,67.59,31.48,0.93,66,6,36,0,108,61.11,5.56,33.33,0
14960,68018005,A068018005,26019,019 Salthill,Galway City,West,BMW,North and West,18,28,11,1,0,58,31.03,48.28,18.97,1.72,0,58,52,4,2,89.66,6.9,3.45,47,5,5,1,58,81.03,8.62,8.62,1.72
