Datacode,SA_NAME,GEOGID,Electoral Division CSO Code,Electoral Division Name,County,NUTS_III,NUTS_II,Planning Region,Households_With_Cars_No_Motor_Car_2011,Households_With_Cars_One_Motor_Car_2011,Households_With_Cars_Two_Motor_Cars_2011,Households_With_Cars_Three_Motor_Cars_2011,Households_With_Cars_Four_Or_More_Motor_Cars_2011,Households_With_Cars_Total_2011,Perc_Households_With_Cars_No_Motor_Car_2011,Perc_Households_With_Cars_One_Motor_Car_2011,Perc_Households_With_Cars_Two_Motor_Cars_2011,Perc_Households_With_Cars_Three_Motor_Cars_2011,Perc_Households_With_Cars_Four_Or_More_Motor_Cars_2011,Households_With_Personal_Computer_Total_2011,Households_With_Personal_Computer_Yes_2011,Households_With_Personal_Computer_No_2011,Households_With_Personal_Computer_Not_Stated_2011,Perc_Households_With_Personal_Computer_Yes_2011,Perc_Households_With_Personal_Computer_No_2011,Perc_Households_With_Personal_Computer_Not_Stated_2011,Households_With_Internet_Access_Broadband_2011,Households_With_Internet_Access_Other_Connection_2011,Households_With_Internet_Access_No_Access_To_Internet_2011,Households_With_Internet_Access_Not_Stated_2011,Households_With_Internet_Access_Total_2011,Perc_Households_With_Internet_Access_Broadband_2011,Perc_Households_With_Internet_Access_Other_Connection_2011,Perc_Households_With_Internet_Access_No_Access_To_Internet_2011,Perc_Households_With_Internet_Access_Not_Stated_2011
4659,267080028,A267080028,5039,039 Dundrum-Sandyford,Dún Laoghaire-Rathdown,Dublin,SE,Eastern and Midlands,8,33,36,4,2,83,9.64,39.76,43.37,4.82,2.41,83,65,17,1,78.31,20.48,1.2,62,4,16,1,83,74.7,4.82,19.28,1.2
4660,267081001,A267081001,5040,040 Dundrum-Sweetmount,Dún Laoghaire-Rathdown,Dublin,SE,Eastern and Midlands,4,30,26,5,0,65,6.15,46.15,40,7.69,0,65,57,6,2,87.69,9.23,3.08,51,2,10,2,65,78.46,3.08,15.38,3.08
4661,267081002,A267081002,5040,040 Dundrum-Sweetmount,Dún Laoghaire-Rathdown,Dublin,SE,Eastern and Midlands,12,53,36,10,2,113,10.62,46.9,31.86,8.85,1.77,113,87,22,4,76.99,19.47,3.54,85,8,16,4,113,75.22,7.08,14.16,3.54
4662,267081003,A267081003,5040,040 Dundrum-Sweetmount,Dún Laoghaire-Rathdown,Dublin,SE,Eastern and Midlands,15,68,45,2,4,134,11.19,50.75,33.58,1.49,2.99,134,101,28,5,75.37,20.9,3.73,98,4,29,3,134,73.13,2.99,21.64,2.24
4663,267081004,A267081004,5040,040 Dundrum-Sweetmount,Dún Laoghaire-Rathdown,Dublin,SE,Eastern and Midlands,5,55,36,4,0,100,5,55,36,4,0,100,84,15,1,84,15,1,84,3,13,0,100,84,3,13,0
4664,267081005,A267081005,5040,040 Dundrum-Sweetmount,Dún Laoghaire-Rathdown,Dublin,SE,Eastern and Midlands,16,40,13,5,0,74,21.62,54.05,17.57,6.76,0,74,68,5,1,91.89,6.76,1.35,64,7,2,1,74,86.49,9.46,2.7,1.35
4665,267081006,A267081006,5040,040 Dundrum-Sweetmount,Dún Laoghaire-Rathdown,Dublin,SE,Eastern and Midlands,7,57,43,5,4,116,6.03,49.14,37.07,4.31,3.45,116,103,12,1,88.79,10.34,0.86,99,2,14,1,116,85.34,1.72,12.07,0.86
4666,267081007,A267081007,5040,040 Dundrum-Sweetmount,Dún Laoghaire-Rathdown,Dublin,SE,Eastern and Midlands,18,41,42,5,3,109,16.51,37.61,38.53,4.59,2.75,109,81,22,6,74.31,20.18,5.5,77,4,23,5,109,70.64,3.67,21.1,4.59
4667,267081008,A267081008,5040,040 Dundrum-Sweetmount,Dún Laoghaire-Rathdown,Dublin,SE,Eastern and Midlands,7,44,28,6,4,89,7.87,49.44,31.46,6.74,4.49,89,70,17,2,78.65,19.1,2.25,70,2,15,2,89,78.65,2.25,16.85,2.25
4668,267082001,A267082001,5041,041 Dundrum-Taney,Dún Laoghaire-Rathdown,Dublin,SE,Eastern and Midlands,23,42,35,8,2,110,20.91,38.18,31.82,7.27,1.82,110,87,20,3,79.09,18.18,2.73,86,2,18,4,110,78.18,1.82,16.36,3.64
4669,267082002,A267082002,5041,041 Dundrum-Taney,Dún Laoghaire-Rathdown,Dublin,SE,Eastern and Midlands,18,63,35,6,3,125,14.4,50.4,28,4.8,2.4,125,96,28,1,76.8,22.4,0.8,87,6,32,0,125,69.6,4.8,25.6,0
4670,267082003,A267082003,5041,041 Dundrum-Taney,Dún Laoghaire-Rathdown,Dublin,SE,Eastern and Midlands,38,35,16,5,1,95,40,36.84,16.84,5.26,1.05,95,62,31,2,65.26,32.63,2.11,62,5,26,2,95,65.26,5.26,27.37,2.11
4671,267082004,A267082004,5041,041 Dundrum-Taney,Dún Laoghaire-Rathdown,Dublin,SE,Eastern and Midlands,2,30,31,15,3,81,2.47,37.04,38.27,18.52,3.7,81,71,9,1,87.65,11.11,1.23,66,2,11,2,81,81.48,2.47,13.58,2.47
4672,267082005,A267082005,5041,041 Dundrum-Taney,Dún Laoghaire-Rathdown,Dublin,SE,Eastern and Midlands,8,38,53,6,2,107,7.48,35.51,49.53,5.61,1.87,107,93,12,2,86.92,11.21,1.87,90,1,15,1,107,84.11,0.93,14.02,0.93
4673,267082006,A267082006,5041,041 Dundrum-Taney,Dún Laoghaire-Rathdown,Dublin,SE,Eastern and Midlands,14,59,41,8,3,125,11.2,47.2,32.8,6.4,2.4,125,102,18,5,81.6,14.4,4,94,7,18,6,125,75.2,5.6,14.4,4.8
4674,267082007,A267082007,5041,041 Dundrum-Taney,Dún Laoghaire-Rathdown,Dublin,SE,Eastern and Midlands,8,38,37,5,4,92,8.7,41.3,40.22,5.43,4.35,92,76,12,4,82.61,13.04,4.35,75,1,12,4,92,81.52,1.09,13.04,4.35
4675,267082008,A267082008,5041,041 Dundrum-Taney,Dún Laoghaire-Rathdown,Dublin,SE,Eastern and Midlands,7,29,25,4,3,68,10.29,42.65,36.76,5.88,4.41,68,51,17,0,75,25,0,52,1,15,0,68,76.47,1.47,22.06,0
4676,267082009,A267082009,5041,041 Dundrum-Taney,Dún Laoghaire-Rathdown,Dublin,SE,Eastern and Midlands,7,29,32,7,1,76,9.21,38.16,42.11,9.21,1.32,76,67,8,1,88.16,10.53,1.32,64,4,7,1,76,84.21,5.26,9.21,1.32
4677,267082010,A267082010,5041,041 Dundrum-Taney,Dún Laoghaire-Rathdown,Dublin,SE,Eastern and Midlands,11,9,10,0,1,31,35.48,29.03,32.26,0,3.23,31,18,13,0,58.06,41.94,0,18,0,13,0,31,58.06,0,41.94,0
2599,267083001,A267083001,3011,011 Edmondstown,South Dublin,Dublin,SE,Eastern and Midlands,7,17,42,17,7,90,7.78,18.89,46.67,18.89,7.78,90,71,19,0,78.89,21.11,0,67,3,20,0,90,74.44,3.33,22.22,0
2600,267083002,A267083002,3011,011 Edmondstown,South Dublin,Dublin,SE,Eastern and Midlands,1,27,38,3,3,72,1.39,37.5,52.78,4.17,4.17,72,67,4,1,93.06,5.56,1.39,66,1,4,1,72,91.67,1.39,5.56,1.39
2601,267083003,A267083003,3011,011 Edmondstown,South Dublin,Dublin,SE,Eastern and Midlands,1,15,52,8,1,77,1.3,19.48,67.53,10.39,1.3,77,73,3,1,94.81,3.9,1.3,69,6,2,0,77,89.61,7.79,2.6,0
2602,267083004,A267083004,3011,011 Edmondstown,South Dublin,Dublin,SE,Eastern and Midlands,1,21,73,3,3,101,0.99,20.79,72.28,2.97,2.97,101,95,3,3,94.06,2.97,2.97,93,4,2,2,101,92.08,3.96,1.98,1.98
2603,267083005,A267083005,3011,011 Edmondstown,South Dublin,Dublin,SE,Eastern and Midlands,2,24,78,8,7,119,1.68,20.17,65.55,6.72,5.88,119,116,2,1,97.48,1.68,0.84,115,3,0,1,119,96.64,2.52,0,0.84
2604,267083006,A267083006,3011,011 Edmondstown,South Dublin,Dublin,SE,Eastern and Midlands,2,56,27,2,1,88,2.27,63.64,30.68,2.27,1.14,88,76,12,0,86.36,13.64,0,72,5,11,0,88,81.82,5.68,12.5,0
2605,267083007,A267083007,3011,011 Edmondstown,South Dublin,Dublin,SE,Eastern and Midlands,3,32,36,5,1,77,3.9,41.56,46.75,6.49,1.3,77,71,3,3,92.21,3.9,3.9,71,1,4,1,77,92.21,1.3,5.19,1.3
2606,267083008,A267083008,3011,011 Edmondstown,South Dublin,Dublin,SE,Eastern and Midlands,2,46,56,9,2,115,1.74,40,48.7,7.83,1.74,115,106,7,2,92.17,6.09,1.74,104,5,6,0,115,90.43,4.35,5.22,0
2607,267083009,A267083009,3011,011 Edmondstown,South Dublin,Dublin,SE,Eastern and Midlands,22,57,37,10,5,131,16.79,43.51,28.24,7.63,3.82,131,106,23,2,80.92,17.56,1.53,95,14,21,1,131,72.52,10.69,16.03,0.76
2608,267083010,A267083010,3011,011 Edmondstown,South Dublin,Dublin,SE,Eastern and Midlands,11,42,23,1,2,79,13.92,53.16,29.11,1.27,2.53,79,62,17,0,78.48,21.52,0,57,4,16,2,79,72.15,5.06,20.25,2.53
2609,267083011,A267083011,3011,011 Edmondstown,South Dublin,Dublin,SE,Eastern and Midlands,25,32,14,2,0,73,34.25,43.84,19.18,2.74,0,73,43,29,1,58.9,39.73,1.37,40,2,30,1,73,54.79,2.74,41.1,1.37
2610,267083012,A267083012,3011,011 Edmondstown,South Dublin,Dublin,SE,Eastern and Midlands,30,57,39,5,4,135,22.22,42.22,28.89,3.7,2.96,135,91,39,5,67.41,28.89,3.7,87,2,43,3,135,64.44,1.48,31.85,2.22
2611,267083013,A267083013,3011,011 Edmondstown,South Dublin,Dublin,SE,Eastern and Midlands,11,34,29,5,4,83,13.25,40.96,34.94,6.02,4.82,83,69,14,0,83.13,16.87,0,68,2,11,2,83,81.93,2.41,13.25,2.41
2612,267083014,A267083014,3011,011 Edmondstown,South Dublin,Dublin,SE,Eastern and Midlands,4,33,37,3,1,78,5.13,42.31,47.44,3.85,1.28,78,66,11,1,84.62,14.1,1.28,65,3,10,0,78,83.33,3.85,12.82,0
2613,267083015,A267083015,3011,011 Edmondstown,South Dublin,Dublin,SE,Eastern and Midlands,20,34,21,3,0,78,25.64,43.59,26.92,3.85,0,78,59,15,4,75.64,19.23,5.13,57,4,12,5,78,73.08,5.13,15.38,6.41
2614,267083016,A267083016,3011,011 Edmondstown,South Dublin,Dublin,SE,Eastern and Midlands,4,24,42,11,0,81,4.94,29.63,51.85,13.58,0,81,77,3,1,95.06,3.7,1.23,76,1,3,1,81,93.83,1.23,3.7,1.23
2615,267083017,A267083017,3011,011 Edmondstown,South Dublin,Dublin,SE,Eastern and Midlands,32,34,17,4,2,89,35.96,38.2,19.1,4.49,2.25,89,45,41,3,50.56,46.07,3.37,41,4,41,3,89,46.07,4.49,46.07,3.37
2616,267083018,A267083018,3011,011 Edmondstown,South Dublin,Dublin,SE,Eastern and Midlands,18,46,32,6,3,105,17.14,43.81,30.48,5.71,2.86,105,86,18,1,81.9,17.14,0.95,80,6,19,0,105,76.19,5.71,18.1,0
2617,267083019,A267083019,3011,011 Edmondstown,South Dublin,Dublin,SE,Eastern and Midlands,22,74,34,9,3,142,15.49,52.11,23.94,6.34,2.11,142,114,25,3,80.28,17.61,2.11,111,4,22,5,142,78.17,2.82,15.49,3.52
2618,267083020,A267083020,3011,011 Edmondstown,South Dublin,Dublin,SE,Eastern and Midlands,1,31,30,7,3,72,1.39,43.06,41.67,9.72,4.17,72,69,3,0,95.83,4.17,0,65,5,2,0,72,90.28,6.94,2.78,0
2658,267084001,A267084001,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,6,36,41,4,2,89,6.74,40.45,46.07,4.49,2.25,89,81,6,2,91.01,6.74,2.25,80,3,4,2,89,89.89,3.37,4.49,2.25
2659,267084002,A267084002,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,9,67,57,2,0,135,6.67,49.63,42.22,1.48,0,135,119,13,3,88.15,9.63,2.22,115,5,12,3,135,85.19,3.7,8.89,2.22
2660,267084003,A267084003,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,10,48,23,7,0,88,11.36,54.55,26.14,7.95,0,88,81,7,0,92.05,7.95,0,76,5,5,2,88,86.36,5.68,5.68,2.27
2661,267084004,A267084004,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,7,38,39,0,0,84,8.33,45.24,46.43,0,0,84,76,8,0,90.48,9.52,0,74,2,8,0,84,88.1,2.38,9.52,0
2662,267084005,A267084005,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,3,5,72,2,0,82,3.66,6.1,87.8,2.44,0,82,76,4,2,92.68,4.88,2.44,73,3,4,2,82,89.02,3.66,4.88,2.44
2663,267084006,A267084006,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,9,42,22,1,0,74,12.16,56.76,29.73,1.35,0,74,54,16,4,72.97,21.62,5.41,51,3,15,5,74,68.92,4.05,20.27,6.76
2664,267084007,A267084007,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,6,31,42,3,1,83,7.23,37.35,50.6,3.61,1.2,83,78,2,3,93.98,2.41,3.61,75,1,4,3,83,90.36,1.2,4.82,3.61
2665,267084008,A267084008,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,2,33,67,4,1,107,1.87,30.84,62.62,3.74,0.93,107,104,3,0,97.2,2.8,0,103,3,1,0,107,96.26,2.8,0.93,0
2666,267084009,A267084009,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,2,31,69,12,4,118,1.69,26.27,58.47,10.17,3.39,118,112,6,0,94.92,5.08,0,113,1,4,0,118,95.76,0.85,3.39,0
2667,267084010,A267084010,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,6,38,66,3,0,113,5.31,33.63,58.41,2.65,0,113,96,17,0,84.96,15.04,0,98,4,11,0,113,86.73,3.54,9.73,0
2668,267084011,A267084011,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,8,16,45,5,0,74,10.81,21.62,60.81,6.76,0,74,65,9,0,87.84,12.16,0,60,6,8,0,74,81.08,8.11,10.81,0
2669,267084012,A267084012,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,3,17,49,10,1,80,3.75,21.25,61.25,12.5,1.25,80,77,2,1,96.25,2.5,1.25,76,1,2,1,80,95,1.25,2.5,1.25
2670,267084013,A267084013,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,5,52,52,7,0,116,4.31,44.83,44.83,6.03,0,116,103,12,1,88.79,10.34,0.86,100,6,9,1,116,86.21,5.17,7.76,0.86
2671,267084014,A267084014,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,5,32,44,2,0,83,6.02,38.55,53.01,2.41,0,83,78,5,0,93.98,6.02,0,75,3,5,0,83,90.36,3.61,6.02,0
2672,267084015,A267084015,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,0,40,56,6,2,104,0,38.46,53.85,5.77,1.92,104,98,5,1,94.23,4.81,0.96,95,5,4,0,104,91.35,4.81,3.85,0
2673,267084016,A267084016,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,11,53,55,3,1,123,8.94,43.09,44.72,2.44,0.81,123,107,15,1,86.99,12.2,0.81,102,7,11,3,123,82.93,5.69,8.94,2.44
2674,267084017,A267084017,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,9,38,21,5,4,77,11.69,49.35,27.27,6.49,5.19,77,59,17,1,76.62,22.08,1.3,55,3,18,1,77,71.43,3.9,23.38,1.3
2675,267084018,A267084018,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,2,32,79,11,2,126,1.59,25.4,62.7,8.73,1.59,126,119,6,1,94.44,4.76,0.79,115,2,7,2,126,91.27,1.59,5.56,1.59
2676,267084019,A267084019,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,3,40,63,10,1,117,2.56,34.19,53.85,8.55,0.85,117,111,5,1,94.87,4.27,0.85,110,1,5,1,117,94.02,0.85,4.27,0.85
2677,267084020,A267084020,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,1,25,44,4,0,74,1.35,33.78,59.46,5.41,0,74,68,5,1,91.89,6.76,1.35,65,4,5,0,74,87.84,5.41,6.76,0
2678,267084021,A267084021,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,2,29,69,8,1,109,1.83,26.61,63.3,7.34,0.92,109,101,8,0,92.66,7.34,0,98,5,6,0,109,89.91,4.59,5.5,0
2679,267084022,A267084022,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,9,54,29,1,0,93,9.68,58.06,31.18,1.08,0,93,85,7,1,91.4,7.53,1.08,83,3,6,1,93,89.25,3.23,6.45,1.08
2680,267084023,A267084023,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,10,48,34,5,1,98,10.2,48.98,34.69,5.1,1.02,98,82,15,1,83.67,15.31,1.02,79,4,13,2,98,80.61,4.08,13.27,2.04
2681,267084024,A267084024,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,5,32,67,13,7,124,4.03,25.81,54.03,10.48,5.65,124,112,10,2,90.32,8.06,1.61,105,6,11,2,124,84.68,4.84,8.87,1.61
2682,267084025,A267084025,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,8,35,46,16,2,107,7.48,32.71,42.99,14.95,1.87,107,93,9,5,86.92,8.41,4.67,87,5,12,3,107,81.31,4.67,11.21,2.8
2683,267084026,A267084026,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,1,45,26,0,0,72,1.39,62.5,36.11,0,0,72,63,9,0,87.5,12.5,0,56,8,8,0,72,77.78,11.11,11.11,0
2684,267084027,A267084027,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,5,31,47,6,1,90,5.56,34.44,52.22,6.67,1.11,90,84,6,0,93.33,6.67,0,81,4,4,1,90,90,4.44,4.44,1.11
2685,267084028,A267084028,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,8,37,38,10,4,97,8.25,38.14,39.18,10.31,4.12,97,83,13,1,85.57,13.4,1.03,75,6,12,4,97,77.32,6.19,12.37,4.12
2686,267084029,A267084029,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,5,34,32,3,2,76,6.58,44.74,42.11,3.95,2.63,76,65,8,3,85.53,10.53,3.95,61,2,10,3,76,80.26,2.63,13.16,3.95
2687,267084030,A267084030,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,10,30,37,7,3,87,11.49,34.48,42.53,8.05,3.45,87,74,8,5,85.06,9.2,5.75,76,1,8,2,87,87.36,1.15,9.2,2.3
2688,267084031,A267084031,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,5,33,36,10,1,85,5.88,38.82,42.35,11.76,1.18,85,73,12,0,85.88,14.12,0,69,3,13,0,85,81.18,3.53,15.29,0
2689,267084032,A267084032,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,15,29,20,4,0,68,22.06,42.65,29.41,5.88,0,68,54,12,2,79.41,17.65,2.94,51,1,15,1,68,75,1.47,22.06,1.47
2690,267084033,A267084033,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,3,35,42,10,0,90,3.33,38.89,46.67,11.11,0,90,77,12,1,85.56,13.33,1.11,73,5,11,1,90,81.11,5.56,12.22,1.11
2691,267084034,A267084034,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,2,34,34,6,0,76,2.63,44.74,44.74,7.89,0,76,66,9,1,86.84,11.84,1.32,64,2,8,2,76,84.21,2.63,10.53,2.63
2692,267084035,A267084035,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,7,40,39,7,6,99,7.07,40.4,39.39,7.07,6.06,99,83,13,3,83.84,13.13,3.03,83,2,11,3,99,83.84,2.02,11.11,3.03
2693,267084036,A267084036,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,11,60,57,13,5,146,7.53,41.1,39.04,8.9,3.42,146,117,28,1,80.14,19.18,0.68,113,5,27,1,146,77.4,3.42,18.49,0.68
2694,267084037,A267084037,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,4,37,44,3,4,92,4.35,40.22,47.83,3.26,4.35,92,79,11,2,85.87,11.96,2.17,76,2,12,2,92,82.61,2.17,13.04,2.17
2695,267084038,A267084038,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,4,22,40,7,3,76,5.26,28.95,52.63,9.21,3.95,76,71,4,1,93.42,5.26,1.32,66,4,5,1,76,86.84,5.26,6.58,1.32
2696,267084039,A267084039,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,10,30,31,10,4,85,11.76,35.29,36.47,11.76,4.71,85,72,11,2,84.71,12.94,2.35,68,3,12,2,85,80,3.53,14.12,2.35
2697,267084040,A267084040,3014,014 Firhouse Village,South Dublin,Dublin,SE,Eastern and Midlands,8,50,47,10,2,117,6.84,42.74,40.17,8.55,1.71,117,101,13,3,86.32,11.11,2.56,98,3,14,2,117,83.76,2.56,11.97,1.71
2619,267085001,A267085001,3012,012 Firhouse-Ballycullen,South Dublin,Dublin,SE,Eastern and Midlands,1,22,93,5,1,122,0.82,18.03,76.23,4.1,0.82,122,119,2,1,97.54,1.64,0.82,117,2,3,0,122,95.9,1.64,2.46,0
2620,267085002,A267085002,3012,012 Firhouse-Ballycullen,South Dublin,Dublin,SE,Eastern and Midlands,1,19,41,5,3,69,1.45,27.54,59.42,7.25,4.35,69,64,5,0,92.75,7.25,0,65,2,2,0,69,94.2,2.9,2.9,0
2621,267085003,A267085003,3012,012 Firhouse-Ballycullen,South Dublin,Dublin,SE,Eastern and Midlands,1,28,73,7,3,112,0.89,25,65.18,6.25,2.68,112,108,3,1,96.43,2.68,0.89,107,3,0,2,112,95.54,2.68,0,1.79
2622,267085004,A267085004,3012,012 Firhouse-Ballycullen,South Dublin,Dublin,SE,Eastern and Midlands,3,21,63,4,0,91,3.3,23.08,69.23,4.4,0,91,89,2,0,97.8,2.2,0,86,2,3,0,91,94.51,2.2,3.3,0
2624,267085006,A267085006,3012,012 Firhouse-Ballycullen,South Dublin,Dublin,SE,Eastern and Midlands,1,34,35,4,0,74,1.35,45.95,47.3,5.41,0,74,66,7,1,89.19,9.46,1.35,66,1,6,1,74,89.19,1.35,8.11,1.35
2625,267085007,A267085007,3012,012 Firhouse-Ballycullen,South Dublin,Dublin,SE,Eastern and Midlands,2,16,64,12,4,98,2.04,16.33,65.31,12.24,4.08,98,93,4,1,94.9,4.08,1.02,91,3,3,1,98,92.86,3.06,3.06,1.02
2626,267085008,A267085008,3012,012 Firhouse-Ballycullen,South Dublin,Dublin,SE,Eastern and Midlands,2,30,49,8,7,96,2.08,31.25,51.04,8.33,7.29,96,92,2,2,95.83,2.08,2.08,91,1,2,2,96,94.79,1.04,2.08,2.08
2627,267085010,A267085010,3012,012 Firhouse-Ballycullen,South Dublin,Dublin,SE,Eastern and Midlands,2,32,50,7,2,93,2.15,34.41,53.76,7.53,2.15,93,87,4,2,93.55,4.3,2.15,87,1,4,1,93,93.55,1.08,4.3,1.08
2628,267085011,A267085011,3012,012 Firhouse-Ballycullen,South Dublin,Dublin,SE,Eastern and Midlands,4,39,36,6,0,85,4.71,45.88,42.35,7.06,0,85,68,17,0,80,20,0,68,3,14,0,85,80,3.53,16.47,0
2629,267085012,A267085012,3012,012 Firhouse-Ballycullen,South Dublin,Dublin,SE,Eastern and Midlands,1,17,64,23,14,119,0.84,14.29,53.78,19.33,11.76,119,112,7,0,94.12,5.88,0,114,1,4,0,119,95.8,0.84,3.36,0
2630,267085013,A267085013,3012,012 Firhouse-Ballycullen,South Dublin,Dublin,SE,Eastern and Midlands,7,47,57,3,3,117,5.98,40.17,48.72,2.56,2.56,117,103,13,1,88.03,11.11,0.85,97,9,11,0,117,82.91,7.69,9.4,0
2633,267085015,A267085015,3012,012 Firhouse-Ballycullen,South Dublin,Dublin,SE,Eastern and Midlands,0,29,41,7,4,81,0,35.8,50.62,8.64,4.94,81,77,4,0,95.06,4.94,0,73,5,2,1,81,90.12,6.17,2.47,1.23
2634,267085016,A267085016,3012,012 Firhouse-Ballycullen,South Dublin,Dublin,SE,Eastern and Midlands,1,30,43,7,1,82,1.22,36.59,52.44,8.54,1.22,82,77,5,0,93.9,6.1,0,76,1,5,0,82,92.68,1.22,6.1,0
2635,267085017,A267085017,3012,012 Firhouse-Ballycullen,South Dublin,Dublin,SE,Eastern and Midlands,0,19,32,19,10,80,0,23.75,40,23.75,12.5,80,75,4,1,93.75,5,1.25,77,1,2,0,80,96.25,1.25,2.5,0
2636,267085018,A267085018,3012,012 Firhouse-Ballycullen,South Dublin,Dublin,SE,Eastern and Midlands,7,32,31,7,4,81,8.64,39.51,38.27,8.64,4.94,81,70,10,1,86.42,12.35,1.23,73,0,8,0,81,90.12,0,9.88,0
2637,267085019,A267085019,3012,012 Firhouse-Ballycullen,South Dublin,Dublin,SE,Eastern and Midlands,9,25,48,4,0,86,10.47,29.07,55.81,4.65,0,86,82,3,1,95.35,3.49,1.16,77,2,6,1,86,89.53,2.33,6.98,1.16
2638,267085020,A267085020,3012,012 Firhouse-Ballycullen,South Dublin,Dublin,SE,Eastern and Midlands,6,32,53,13,3,107,5.61,29.91,49.53,12.15,2.8,107,98,8,1,91.59,7.48,0.93,91,3,13,0,107,85.05,2.8,12.15,0
2639,267085021,A267085021,3012,012 Firhouse-Ballycullen,South Dublin,Dublin,SE,Eastern and Midlands,1,27,36,12,2,78,1.28,34.62,46.15,15.38,2.56,78,71,5,2,91.03,6.41,2.56,71,3,4,0,78,91.03,3.85,5.13,0
2640,267085022,A267085022,3012,012 Firhouse-Ballycullen,South Dublin,Dublin,SE,Eastern and Midlands,2,18,51,10,2,83,2.41,21.69,61.45,12.05,2.41,83,77,5,1,92.77,6.02,1.2,79,0,3,1,83,95.18,0,3.61,1.2
2641,267085023,A267085023,3012,012 Firhouse-Ballycullen,South Dublin,Dublin,SE,Eastern and Midlands,2,14,47,12,1,76,2.63,18.42,61.84,15.79,1.32,76,70,5,1,92.11,6.58,1.32,69,3,3,1,76,90.79,3.95,3.95,1.32
2642,267085024,A267085024,3012,012 Firhouse-Ballycullen,South Dublin,Dublin,SE,Eastern and Midlands,0,26,58,1,1,86,0,30.23,67.44,1.16,1.16,86,82,4,0,95.35,4.65,0,81,2,3,0,86,94.19,2.33,3.49,0
2643,267085025,A267085025,3012,012 Firhouse-Ballycullen,South Dublin,Dublin,SE,Eastern and Midlands,3,37,63,8,2,113,2.65,32.74,55.75,7.08,1.77,113,109,3,1,96.46,2.65,0.88,108,2,3,0,113,95.58,1.77,2.65,0
2644,267085026,A267085026,3012,012 Firhouse-Ballycullen,South Dublin,Dublin,SE,Eastern and Midlands,5,48,72,10,1,136,3.68,35.29,52.94,7.35,0.74,136,123,11,2,90.44,8.09,1.47,121,4,9,2,136,88.97,2.94,6.62,1.47
2645,267086001,A267086001,3013,013 Firhouse-Knocklyon,South Dublin,Dublin,SE,Eastern and Midlands,7,26,42,15,1,91,7.69,28.57,46.15,16.48,1.1,91,77,14,0,84.62,15.38,0,72,2,16,1,91,79.12,2.2,17.58,1.1
